contig,synthCount,contigOrthoCount,contigLength,geneDensity,contigOrthoCount>2,geneDensity>=0.000003,maxValue>=40%contigOrthoCount,X,2L,2R,3L,3R,4,Y,allocation
tig00005189,19,9,160960,5.59145E-05,YES,YES,NO,0,0.047619048,2.854100529,0.174074074,0.437433862,0,0,2R
tig00001077,23,13,926309,1.40342E-05,YES,YES,NO,4.7,0,0,0,0,0,0,X
tig00004645,17,12,477424,2.51349E-05,YES,YES,NO,4.78030303,0.03030303,0.28030303,0,0,0,0,X
tig00005406,8,5,88220,5.66765E-05,YES,YES,NO,0,0,0,1.458333333,0,0,0,NALL
tig00009346,17,12,731673,1.64008E-05,YES,YES,YES,4.85,0.6,0.083333333,0,0.5,0.5,0,X
tig00004209,11,10,65664,0.00015229,YES,YES,NO,0,0,2.866666667,0,1.033333333,0,0,2R
tig00003479,50,9,220303,4.08528E-05,YES,YES,NO,0,0,0,1.45625,0,0,0,NALL
tig00003342,6,6,88130,6.80812E-05,YES,YES,NO,0,0,0,1.45,0,0,0,NALL
tig00004769,6,6,378293,1.58607E-05,YES,YES,NO,0,0,0,1.416666667,0,0,0,NALL
tig00008906,5,5,30646,0.000163153,YES,YES,NO,0,0,0,1.416666667,0,0,0,NALL
tig00005622,4,3,79778,3.76044E-05,YES,YES,YES,0,0,0.055555556,1.388888889,0,0,0,NALL
tig00003883,7,5,32651,0.000153135,YES,YES,NO,0.047619048,0,0,1.380952381,0.047619048,0,0,NALL
tig00002637,7,5,33082,0.00015114,YES,YES,NO,0,0.1,0,1.377777778,0,0,0,NALL
tig00008890,10,6,160928,3.72838E-05,YES,YES,NO,0.083333333,0,0,1.375,0.125,0,0,NALL
tig00009752,7,5,196233,2.54799E-05,YES,YES,NO,0.125,0,0,1.366666667,0,0,0,NALL
tig00001542,6,5,67595,7.397E-05,YES,YES,NO,0,0,0.1,1.35,0,0,0,NALL
tig00005360,14,5,97069,5.15098E-05,YES,YES,NO,0.125,0,0,1.341666667,0,0,0,NALL
tig00002080,4,4,101267,3.94995E-05,YES,YES,NO,0,0,0,1.333333333,0,0,0,NALL
tig00005549,5,4,73764,5.4227E-05,YES,YES,NO,0,0,0,1.333333333,0,0,0,NALL
tig00007796,5,5,29623,0.000168788,YES,YES,NO,0,0,0,1.333333333,0,0,0,NALL
tig00010111,3,3,95434,3.14353E-05,YES,YES,YES,0,0,0,1.333333333,0,0,0,NALL
tig00009684,5,5,582536,8.58316E-06,YES,YES,NO,0,0,0,1.272727273,0,0,0,NALL
tig00009693,5,5,593696,8.42182E-06,YES,YES,NO,0,0,0,1.272727273,0,0,0,NALL
tig00001355,7,6,35304,0.000169952,YES,YES,NO,0,0,0.142857143,1.25,0,0,0,NALL
tig00001611,4,3,31805,9.43248E-05,YES,YES,YES,0,0,0,1.25,0.25,0,0,NALL
tig00005327,4,4,101799,3.92931E-05,YES,YES,NO,0,0,0,1.25,0,0,0,NALL
tig00004392,9,5,812583,6.15322E-06,YES,YES,NO,0.05,0.025,0.025,1.2,0.025,0,0,NALL
tig00006513,4,3,59806,5.01622E-05,YES,YES,NO,0,0,0,1.2,0,0,0,NALL
tig00008920,4,4,115929,3.45039E-05,YES,YES,NO,0,0,0,1.2,0,0,0,NALL
tig00001866,3,3,38329,7.82697E-05,YES,YES,NO,0,0,0,1.166666667,0,0,0,NALL
tig00004823,3,3,262498,1.14287E-05,YES,YES,NO,0,0,0,1.166666667,0,0,0,NALL
tig00004302,136,13,1660089,7.83091E-06,YES,YES,NO,0,0.015175515,2.874830488,0.070303121,0.041324863,0,0,2R
tig00001369,4,3,39663,7.56372E-05,YES,YES,NO,0,0,0,1.125,0.125,0,0,NALL
tig00002377,9,7,390358,1.79323E-05,YES,YES,YES,0,0,2.895833333,0,0,0,0,2R
tig00009751,4,3,40921,7.3312E-05,YES,YES,NO,0,0,0,1.125,0.125,0,0,NALL
tig00006272,11,9,82256,0.000109415,YES,YES,NO,0,0,2.904761905,0.404761905,0,0,0,2R
tig00003972,4,3,173410,1.73E-05,YES,YES,NO,0,0,0,1.125,0,0,0,NALL
tig00004549,58,11,234948,4.68189E-05,YES,YES,NO,0.024422799,0.004329004,2.982936508,0,0.026551227,0,0,2R
tig00004521,50,25,798131,3.13232E-05,YES,YES,NO,5.041666667,0.708333333,0.041666667,0.75,1.291666667,0,0,X
tig00004435,18,15,1080948,1.38767E-05,YES,YES,NO,5.041666667,0.125,0,0.45,0,0,0,X
tig00008910,14,10,374379,2.67109E-05,YES,YES,NO,0.25,0,0,2.555555556,0,0,0,3L
tig00009857,2,2,718922,2.78194E-06,NO,NO,YES,0,0,0,1.125,0,0,0,NALL
tig00001366,9,6,35634,0.000168379,YES,YES,NO,0,0,0,1.115740741,0.037037037,0,0,NALL
tig00008907,4,4,18853,0.000212168,YES,YES,NO,0,0,0,1.083333333,0,0,0,NALL
tig00008903,7,5,28716,0.000174119,YES,YES,NO,0,0,0,1.075,0.125,0,0,NALL
tig00009504,7,7,422540,1.65665E-05,YES,YES,NO,0,0,0,1.063636364,0,0,0,NALL
tig00004356,7,4,398032,1.00494E-05,YES,YES,NO,0,0,0,1.056603774,0,0,0,NALL
tig00009446,15,5,86481,5.78162E-05,YES,YES,NO,0,0.055555556,0.015625,1.050347222,0.237847222,0,0.015625,NALL
tig00009782,3,2,201280,9.93641E-06,NO,YES,YES,0.083333333,0.083333333,0,1,0,0,0,NALL
tig00005443,6,6,122856,4.88377E-05,YES,YES,YES,0,0,3,0,0,0,0,2R
tig00001340,3,3,31427,9.54593E-05,YES,YES,NO,0,0,0,1,0,0,0,NALL
tig00009538,229,22,1329201,1.65513E-05,YES,YES,NO,0.105172414,0.568109477,3.006036492,0.002586207,0.396125713,0,0,2R
tig00001347,2,2,29981,6.67089E-05,NO,YES,YES,0,0,0,1,0,0,0,NALL
tig00004822,13,8,256376,3.12042E-05,YES,YES,NO,0.533333333,0,3.033333333,0.033333333,0,0,0,2R
tig00008733,11,10,1237891,8.07826E-06,YES,YES,YES,5.166666667,0.166666667,0,0,0,0,0,X
tig00009952,15,14,241090,5.80696E-05,YES,YES,NO,5.333333333,0,1.5,0.5,0.071428571,0.25,0,X
tig00001377,3,3,39610,7.57384E-05,YES,YES,NO,0,0,0,1,0,0,0,NALL
tig00001418,1,1,22765,4.39271E-05,NO,YES,YES,0,0,0,1,0,0,0,NALL
tig00001683,2,2,34217,5.84505E-05,NO,YES,YES,0,0,0,1,0,0,0,NALL
tig00002182,3,2,43614,4.58568E-05,NO,YES,YES,0,0,0,1,0,0,0,NALL
tig00002624,3,3,39345,7.62486E-05,YES,YES,NO,0,0,0,1,0,0,0,NALL
tig00003798,22,18,197447,9.11637E-05,YES,YES,NO,1,0.516666667,0.5,0,5.516666667,0,0,3R
tig00004391,12,9,331897,2.71168E-05,YES,YES,NO,0,0,3.083333333,0,0.25,0,0,2R
tig00003995,40,12,1079845,1.11127E-05,YES,YES,NO,0,1.00625,0,2.58125,0.0825,1,0,3L
tig00003211,1,1,200576,4.98564E-06,NO,YES,YES,0,0,0,1,0,0,0,NALL
tig00004575,39,24,688724,3.48471E-05,YES,YES,NO,0,0.5,0,0,6.053921569,0,0,3R
tig00004540,116,15,696601,2.15331E-05,YES,YES,NO,0.006944444,0.5,0.143055556,0,3.855555556,0,0,3R
tig00008899,15,13,760383,1.70966E-05,YES,YES,NO,0,0.5,0.125,0,3.583333333,0,0,3R
tig00002913,7,7,302940,2.31069E-05,YES,YES,YES,0,0.5,0.5,0,3,0,0,3R
tig00003825,74,24,712674,3.3676E-05,YES,YES,NO,0.023809524,0.5,0.855555556,0.447619048,2.926984127,0,0,3R
tig00004740,3,3,375114,7.99757E-06,YES,YES,NO,0,0,0,1,0,0,0,NALL
tig00004637,22,18,516956,3.48192E-05,YES,YES,NO,5.875,0,0.333333333,0.416666667,1.041666667,0,0,X
tig00004980,7,7,192538,3.63565E-05,YES,YES,NO,0,0,0,1,0,0,0,NALL
tig00005167,3,3,125736,2.38595E-05,YES,YES,NO,0,0,0,1,0,0,0,NALL
tig00005845,3,3,58075,5.16573E-05,YES,YES,NO,0,0,0,1,0,0,0,NALL
tig00009450,2,2,314791,6.35342E-06,NO,YES,YES,0,0,0,1,0,0,0,NALL
tig00009511,3,3,75287,3.98475E-05,YES,YES,NO,0,0,0,1,0,0,0,NALL
tig00009282,6,4,635570,6.29356E-06,YES,YES,NO,0.05,0,0,0.966666667,0.166666667,0,0,NALL
tig00001404,3,3,172391,1.74023E-05,YES,YES,NO,0,0,0,0.916666667,0,0,0,NALL
tig00003280,3,3,38368,7.81902E-05,YES,YES,NO,0,0,0,0.916666667,0,0,0,NALL
tig00002619,10,7,49286,0.000142028,YES,YES,NO,0.5,0,0.25,2.583333333,0,0,0,3L
tig00001918,9,8,1286868,6.21664E-06,YES,YES,NO,0,0.0625,0,2.586309524,0,0,0,3L
tig00004936,3,3,189835,1.58032E-05,YES,YES,NO,0,0,0,0.916666667,0,0,0,NALL
tig00002615,11,6,472191,1.27067E-05,YES,YES,NO,0.071428571,0.055555556,0.083333333,0.912240537,0.180555556,0,0,NALL
tig00003257,14,14,1094285,1.27937E-05,YES,YES,NO,0,0,3.166666667,0.533333333,0,0,0,2R
tig00001342,7,6,38918,0.00015417,YES,YES,NO,0,0,0.458333333,0.866666667,0.625,0,0,NALL
tig00004670,12,8,503517,1.58882E-05,YES,YES,NO,0,0.455555556,0.321428571,0.849206349,0,0,0,NALL
tig00005161,11,4,135747,2.94666E-05,YES,YES,NO,0.005208333,0,0.015625,0.838541667,0.005208333,0,0,NALL
tig00004213,6,4,211005,1.89569E-05,YES,YES,NO,0,0.519607843,0,0.833333333,0,0,0,NALL
tig00001586,2,2,71682,2.7901E-05,NO,YES,YES,0,0,0,0.833333333,0,0,0,NALL
tig00001890,2,2,38206,5.23478E-05,NO,YES,YES,0,0,0,0.833333333,0,0,0,NALL
tig00002527,2,2,43037,4.64716E-05,NO,YES,YES,0,0,0,0.833333333,0,0,0,NALL
tig00006304,2,2,39659,5.04299E-05,NO,YES,YES,0,0,0,0.833333333,0,0,0,NALL
tig00010112,2,2,32807,6.09626E-05,NO,YES,YES,0,0,0,0.833333333,0,0,0,NALL
tig00003900,4,3,34706,8.64404E-05,YES,YES,NO,0.125,0,0,0.791666667,0,0,0,NALL
tig00003677,4,4,361605,1.10618E-05,YES,YES,NO,0,0,0.5,0.785714286,0,0,0,NALL
tig00001361,5,4,42138,9.49262E-05,YES,YES,NO,0,0,0.5,0.777777778,0.166666667,0,0,NALL
tig00009285,8,4,88037,4.54354E-05,YES,YES,NO,0,0,0.375,0.75,0,0,0,NALL
tig00001926,4,4,33504,0.000119389,YES,YES,NO,0,0,0.333333333,0.75,0,0,0,NALL
tig00002568,7,5,53465,9.35191E-05,YES,YES,NO,0,0,0,0.75,1.2,0,0,NALL
tig00006049,3,2,64813,3.0858E-05,NO,YES,NO,0,0,0,0.75,0,0,0,NALL
tig00004365,3,3,32023,9.36827E-05,YES,YES,NO,0,0,0,0.733333333,0,0,0,NALL
tig00004482,20,4,969145,4.12735E-06,YES,YES,NO,0,0.005681818,0.009943182,0.726190476,0.007102273,0,0,NALL
tig00003335,4,3,40621,7.38534E-05,YES,YES,NO,0.125,0,0,0.708333333,0,0,0,NALL
tig00009281,7,4,75735,5.28157E-05,YES,YES,NO,0,0,0,0.701923077,0.125,0,0,NALL
tig00003131,3,2,188911,1.0587E-05,NO,YES,NO,0,0,0,0.7,0,0,0,NALL
tig00003290,2,2,82580,2.42189E-05,NO,YES,NO,0,0,0,0.7,0,0,0,NALL
tig00005005,15,11,208190,5.28364E-05,YES,YES,NO,0,0,3.255555556,1.222222222,0.222222222,0,0,2R
tig00005209,5,5,134171,3.72659E-05,YES,YES,NO,0,0,1,0.666666667,0,0,0,NALL
tig00000840,5,4,34808,0.000114916,YES,YES,NO,0,0,0.25,0.666666667,0,0,0,NALL
tig00008721,128,18,344611,5.22328E-05,YES,YES,NO,6.235042735,0,0,0,0.021367521,0,0,X
tig00001855,5,4,31668,0.00012631,YES,YES,NO,0,0,0.25,0.666666667,0,0,0,NALL
tig00001843,3,3,37756,7.94576E-05,YES,YES,NO,0,0.333333333,0,0.666666667,0,0,0,NALL
tig00008702,86,31,1972354,1.57173E-05,YES,YES,NO,0,0.435416667,0.424603175,0.067956349,8.477579365,0,0,3R
tig00004164,3,3,33793,8.87758E-05,YES,YES,NO,0,0.2,0,0.666666667,0,0,0,NALL
tig00004242,5,4,27570,0.000145085,YES,YES,NO,0.166666667,0.166666667,0,0.666666667,0.5,0,0,NALL
tig00001558,5,4,30523,0.000131049,YES,YES,NO,0,0.019607843,0,0.666666667,0.333333333,0,0,NALL
tig00001394,2,2,137499,1.45456E-05,NO,YES,NO,0,0,0,0.666666667,0,0,0,NALL
tig00001398,2,2,35585,5.62035E-05,NO,YES,NO,0,0,0,0.666666667,0,0,0,NALL
tig00002630,2,2,28871,6.92737E-05,NO,YES,NO,0,0,0,0.666666667,0,0,0,NALL
tig00002791,3,3,200904,1.49325E-05,YES,YES,NO,0,0,0,0.666666667,0,0,0,NALL
tig00009626,19,14,1635195,8.56167E-06,YES,YES,NO,0,0.1,3.283333333,0,0,0,0,2R
tig00008894,38,17,599268,2.83679E-05,YES,YES,NO,0.02602108,0.056324111,3.349505929,0.055434783,0.363768116,0,0,2R
tig00004121,2,2,40084,4.98952E-05,NO,YES,NO,0,0,0,0.666666667,0,0,0,NALL
tig00004487,20,17,892772,1.90418E-05,YES,YES,NO,6.541666667,0,0.5,0.013888889,0.642857143,0,0,X
tig00005332,2,2,96006,2.0832E-05,NO,YES,NO,0,0,0,0.666666667,0,0,0,NALL
tig00005488,3,2,106371,1.88021E-05,NO,YES,NO,0,0,0,0.666666667,0,0,0,NALL
tig00001907,3,3,44368,6.76163E-05,YES,YES,NO,0,0,0,0.65,0,0,0,NALL
tig00001909,3,3,26830,0.000111815,YES,YES,NO,0,0,0,0.65,0,0,0,NALL
tig00007344,3,2,25705,7.78059E-05,NO,YES,NO,0,0,0,0.625,0.125,0,0,NALL
tig00005244,6,6,148644,4.03649E-05,YES,YES,YES,0,0,0,2.666666667,0,0,0,3L
tig00005037,12,12,136468,8.79327E-05,YES,YES,NO,0,0,3.416666667,0,0,0,0,2R
tig00009747,72,24,1176051,2.04073E-05,YES,YES,NO,6.619047619,0.028846154,1.115384615,0.028846154,0.5,0,0,X
tig00005353,9,3,108376,2.76814E-05,YES,YES,NO,0,0,0,0.619047619,0,0,0,NALL
tig00001594,4,4,42462,9.42019E-05,YES,YES,NO,0,0,0,0.606060606,0,0,0,NALL
tig00009238,115,36,3039473,1.18442E-05,YES,YES,NO,0.047619048,0.297619048,1.445637696,0.602058319,0,0,0,NALL
tig00005108,7,5,214566,2.33029E-05,YES,YES,NO,0,0,1.433333333,0.6,0,0,0,NALL
tig00009634,62,17,1864106,9.11965E-06,YES,YES,NO,0.541666667,0.5625,3.548611111,0.548611111,0.076388889,0,0,2R
tig00002992,76,30,404691,7.41306E-05,YES,YES,NO,0.015810277,0.35,0.25,0.515810277,5.777586608,0,0,3R
tig00005889,3,2,58444,3.42208E-05,NO,YES,NO,0.1,0,0,0.6,0,0,0,NALL
tig00004236,7,7,255619,2.73845E-05,YES,YES,NO,0,0,0,2.75,0.111111111,0,0,3L
tig00004215,45,13,661337,1.96571E-05,YES,YES,NO,0.083333333,0.020833333,3.576388889,0.031944444,0.020833333,0,0,2R
tig00005100,9,9,140967,6.38447E-05,YES,YES,NO,0,0,3.595238095,0,0,0,0,2R
tig00001374,13,10,431372,2.31818E-05,YES,YES,NO,0,0.2,0.166666667,2.866666667,0.5,0,0,3L
tig00005275,5,3,116343,2.57858E-05,YES,YES,NO,0,0,0.125,0.583333333,0.125,0,0,NALL
tig00008697,104,67,3396349,1.97271E-05,YES,YES,NO,0.5,0.333333333,0.811904762,1.24527417,24.14325397,0,0,3R
tig00009812,23,18,1152729,1.56151E-05,YES,YES,YES,0.083333333,0.333333333,0.285714286,0.25,7.666666667,0,0,3R
tig00002279,16,12,223518,5.3687E-05,YES,YES,YES,0,0.333333333,0,0.333333333,5.333333333,0,0,3R
tig00009275,9,9,79552,0.000113134,YES,YES,NO,0,0.333333333,0.333333333,0,2.833333333,0,0,3R
tig00009221,7,7,38945,0.000179741,YES,YES,NO,0,0.333333333,0,0,2.5,0,0,3R
tig00002177,19,15,270140,5.55268E-05,YES,YES,NO,0,0.333333333,0,0,2.414227642,0,0,3R
tig00003801,2,2,45678,4.37848E-05,NO,YES,NO,0,0,0,0.583333333,0,0,0,NALL
tig00005077,3,3,167571,1.79029E-05,YES,YES,NO,0,0,0,0.583333333,0,0,0,NALL
tig00005926,3,3,85445,3.51103E-05,YES,YES,NO,0,0,0,0.583333333,0,0,0,NALL
tig00009513,2,2,21035,9.50796E-05,NO,YES,NO,0,0,0,0.583333333,0,0,0,NALL
tig00009514,2,2,37340,5.35619E-05,NO,YES,NO,0,0,0,0.583333333,0,0,0,NALL
tig00004882,5,2,253366,7.89372E-06,NO,YES,NO,0,0,0,0.576923077,0,0,0,NALL
tig00002192,4,3,37318,8.03902E-05,YES,YES,NO,0,0.03125,0,0.564583333,0,0,0,NALL
tig00003997,3,2,171617,1.16539E-05,NO,YES,NO,0,0,0.0625,0.5625,0,0,0,NALL
tig00004441,135,23,999966,2.30008E-05,YES,YES,NO,0,0.113636364,1.136363636,0.555555556,0.380434783,0,0,NALL
tig00001408,47,3,64287,4.66657E-05,YES,YES,NO,0,0.011342155,0.003780718,0.552930057,0.018903592,0,0,NALL
tig00004946,68,16,208311,7.68082E-05,YES,YES,NO,0,0,0,2.880147059,0,0,0,3L
tig00004366,22,7,1363045,5.13556E-06,YES,YES,NO,0.1,0.5,0,0.55,0,0,0,NALL
tig00006010,6,2,88804,2.25215E-05,NO,YES,NO,0,0,0.04,0.54,0.02,0,0,NALL
tig00004693,13,5,462287,1.08158E-05,YES,YES,NO,0,0.052631579,0.090909091,0.535353535,0.055555556,0,0,NALL
tig00005172,7,7,158647,4.41231E-05,YES,YES,NO,0,0,1.333333333,0.533333333,0,0,0,NALL
tig00002634,4,3,38726,7.74673E-05,YES,YES,NO,0,0,0.333333333,0.533333333,0,0,0,NALL
tig00002306,10,5,491232,1.01785E-05,YES,YES,NO,0,0,0,0.533333333,0.783333333,0,0,NALL
tig00004845,2,2,230959,8.65955E-06,NO,YES,NO,0,0,0,0.533333333,0,0,0,NALL
tig00005060,6,4,179135,2.23295E-05,YES,YES,NO,0.1,0,0.125,0.524242424,0,0,0,NALL
tig00005163,6,5,124724,4.00885E-05,YES,YES,NO,0,0.166666667,1.25,0.5,0,0,0,NALL
tig00001637,2,2,40578,4.92878E-05,NO,YES,NO,0,0,0.5,0.5,0,0,0,NALL
tig00001973,8,6,841778,7.12777E-06,YES,YES,NO,0,0.916666667,0.333333333,0.5,0,0,0,NALL
tig00005375,3,3,97338,3.08204E-05,YES,YES,NO,0,0,0.333333333,0.5,0,0,0,NALL
tig00005097,5,2,154442,1.29498E-05,NO,YES,NO,0,0,0.111111111,0.5,0,0,0,NALL
tig00005143,12,4,122779,3.25789E-05,YES,YES,NO,0.85,0,0.1,0.5,0,0,0,NALL
tig00008487,14,7,274596,2.5492E-05,YES,YES,NO,0,0,0.066666667,0.5,2,0,0,NALL
tig00006061,8,8,62235,0.000128545,YES,YES,NO,0,1.777777778,0,0.5,0,0,0,NALL
tig00002057,8,5,1760795,2.83963E-06,YES,NO,NO,0,1.75,0,0.5,0,0,0,NALL
tig00004050,4,4,40289,9.92827E-05,YES,YES,NO,0,0.5,0,0.5,1,0,0,NALL
tig00005035,2,2,176478,1.13329E-05,NO,YES,NO,0.5,0,0,0.5,0,0,0,NALL
tig00005297,2,2,111836,1.78833E-05,NO,YES,NO,0.5,0,0,0.5,0,0,0,NALL
tig00000232,4,4,39307,0.000101763,YES,YES,NO,0,0,0,0.5,0.75,0,0,NALL
tig00001526,2,2,31635,6.32211E-05,NO,YES,NO,0,0,0,0.5,0,0,0,NALL
tig00001575,1,1,23871,4.18918E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00001599,1,1,40305,2.48108E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00001898,1,1,30837,3.24286E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00001940,1,1,51597,1.9381E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00002061,2,1,33641,2.97256E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00003275,1,1,28152,3.55215E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00003294,1,1,173778,5.75447E-06,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00003946,1,1,56508,1.76966E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00003977,1,1,42932,2.32926E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00004041,1,1,35904,2.7852E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00004123,1,1,118105,8.46704E-06,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00004130,1,1,32981,3.03205E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00004136,1,1,39631,2.52328E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00004243,1,1,28472,3.51222E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00004639,1,1,108853,9.1867E-06,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00004813,1,1,306632,3.26124E-06,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00004968,1,1,199676,5.00811E-06,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00004991,1,1,173504,5.76356E-06,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00005055,1,1,164662,6.07305E-06,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00005427,3,1,107951,9.26346E-06,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00005447,1,1,91784,1.08951E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00005449,1,1,75988,1.316E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00005575,2,2,57389,3.48499E-05,NO,YES,NO,0,0,0,0.5,0,0,0,NALL
tig00005601,1,1,72424,1.38076E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00006050,1,1,60208,1.66091E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00006138,1,1,47109,2.12274E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00006487,1,1,38481,2.59869E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00006640,1,1,43356,2.30649E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00006687,1,1,47594,2.10111E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00008292,2,2,27023,7.4011E-05,NO,YES,NO,0,0,0,0.5,0,0,0,NALL
tig00008315,1,1,24207,4.13104E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00009084,1,1,665770,1.50202E-06,NO,NO,YES,0,0,0,0.5,0,0,0,NALL
tig00009124,1,1,59094,1.69222E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00009300,1,1,214814,4.65519E-06,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00009670,2,2,48270,4.14336E-05,NO,YES,NO,0,0,0,0.5,0,0,0,NALL
tig00010114,1,1,57432,1.74119E-05,NO,YES,YES,0,0,0,0.5,0,0,0,NALL
tig00002733,9,4,287927,1.38924E-05,YES,YES,NO,0,0.052631579,0.045454545,0.48989899,0.055555556,0,0,NALL
tig00003894,3,3,32075,9.35308E-05,YES,YES,NO,0,0.333333333,0,0.476190476,0,0,0,NALL
tig00004798,2,2,325182,6.1504E-06,NO,YES,NO,0,0,0,0.476190476,0,0,0,NALL
tig00004483,2,2,182051,1.09859E-05,NO,YES,NO,0,0,0,0.458333333,0,0,0,NALL
tig00005437,5,2,100961,1.98096E-05,NO,YES,NO,0,0,0,0.458333333,0,0,0,NALL
tig00001496,3,3,268515,1.11726E-05,YES,YES,NO,0,0,0,0.45,0,0,0,NALL
tig00005214,6,4,128296,3.11779E-05,YES,YES,NO,1.416666667,0,0,0.416666667,0,0,0,NALL
tig00009033,3,2,40452,4.94413E-05,NO,YES,NO,0,0,0,0.416666667,0,0,0,NALL
tig00009858,57,8,424609,1.88409E-05,YES,YES,NO,0,0,0.039772727,0.403409091,0,0,0,NALL
tig00001541,7,3,33212,9.03288E-05,YES,YES,NO,0,0,0,0.392857143,0,0,0,NALL
tig00004879,2,2,303222,6.59583E-06,NO,YES,NO,0,0,0,0.392156863,0,0,0,NALL
tig00008675,7,3,42029,7.13793E-05,YES,YES,NO,0.083333333,0,0,0.375,0.125,0,0,NALL
tig00008891,8,5,24090,0.000207555,YES,YES,NO,0.75,0,0,0.358333333,0.025,0,0,NALL
tig00005149,7,7,145550,4.80934E-05,YES,YES,NO,0,0,2.125,0.333333333,0,0,0,NALL
tig00003572,7,7,34949,0.000200292,YES,YES,NO,0,0,1.75,0.333333333,0,0,0,NALL
tig00002815,8,7,143997,4.86121E-05,YES,YES,NO,0,0.1,1.35,0.333333333,0,0,0,NALL
tig00009322,8,7,253486,2.76149E-05,YES,YES,NO,0,0.1,1.35,0.333333333,0,0,0,NALL
tig00002955,18,14,372357,3.75983E-05,YES,YES,NO,2.283333333,0.166666667,0.819047619,0.333333333,0.166666667,0,0,NALL
tig00009828,49,11,1139653,9.65206E-06,YES,YES,NO,0.75,0.651748252,0.520979021,0.333333333,0.5,0,0,NALL
tig00002885,30,11,151822,7.24533E-05,YES,YES,NO,0.02173913,0.27173913,3.614596273,0.010869565,0.010869565,0,0,2R
tig00001885,2,2,28609,6.99081E-05,NO,YES,NO,0,0,0.5,0.333333333,0,0,0,NALL
tig00001516,8,7,824718,8.48775E-06,YES,YES,YES,0,0,0,2.916666667,0,0,0,3L
tig00002951,5,4,109596,3.64977E-05,YES,YES,NO,0.433333333,0.1,0.333333333,0.333333333,0,0,0,NALL
tig00009671,4,2,381646,5.24046E-06,NO,YES,NO,0,0,0.333333333,0.333333333,0,0,0,NALL
tig00004622,16,15,475969,3.15147E-05,YES,YES,YES,6.666666667,0,0,0,0.166666667,0,0,X
tig00007388,4,4,28218,0.000141753,YES,YES,NO,0.333333333,0,0.285714286,0.333333333,0,0,0,NALL
tig00008840,14,9,245331,3.66851E-05,YES,YES,NO,1.438095238,0,0.166666667,0.333333333,0.071428571,0,0,NALL
tig00005430,6,5,101812,4.91101E-05,YES,YES,NO,0.833333333,0,0.166666667,0.333333333,0,0,0,NALL
tig00005140,3,3,177462,1.6905E-05,YES,YES,NO,0,0.333333333,0.142857143,0.333333333,0,0,0,NALL
tig00005292,6,6,120700,4.971E-05,YES,YES,NO,0,1.5,0,0.333333333,0,0,0,NALL
tig00001851,10,10,42264,0.000236608,YES,YES,NO,0,0,0,2.916666667,0,0,0,3L
tig00009694,24,12,676227,1.77455E-05,YES,YES,NO,0.023809524,0.047619048,0.571428571,2.982142857,0,0,0,3L
tig00004901,19,13,279598,4.64953E-05,YES,YES,NO,0,0.041666667,3.741666667,0.45,0,0,0,2R
tig00009342,18,15,1073085,1.39784E-05,YES,YES,NO,0,0,3.775,0,0.910714286,0,0,2R
tig00006184,3,3,55594,5.39627E-05,YES,YES,NO,0,0.666666667,0,0.333333333,0,0,0,NALL
tig00004987,9,9,184772,4.87087E-05,YES,YES,NO,0,0,0,3,0,0,0,3L
tig00009974,3,3,162511,1.84603E-05,YES,YES,NO,0,0.666666667,0,0.333333333,0,0,0,NALL
